id,cites,cited_by,reference
279,14.0,8.0,"['Carlson, John A., 1977, Short-term interest rates as predictors of inflation: Comment, American Economic Review 67, no. 3, June, 469-475.', 'Darby, Michael R., 1976, Price and wage controls: The first two years, in: K. Brunner and A.', 'Meltzer, eds., The economics of price and wage controls, Carnegie-Rochester Conference Series, Vol. 2. Eckstein, Otto and Roger Brinner, 1972, The inflation process in the United States, Study for the Joint Economic Committee, 92 Cong. 2 sess.', 'Feige, Edgar L. and Douglas K. Pearce, 1976, Inflation and incomes policy: An application of time series models, in: K. Brunner and A. Meltzer, eds., The economics of price and wage controls, Carnegie-Rochester Conference Series, Vol. 2.', 'Gordon, Robert J., 1973, The response of wages and prices to the first two years of controls, Brookings Papers on Economic Activity 3, 765-778.', 'Gordon, Robert J., 1975, The impact of aggregate demand on prices, Brookings Papers on Economic Activity 3, 613-662.', 'Gordon, Robert J., 1977, Can the inflation of the l970s be explained?, Brookings Papers on Economic Activity 1, 253-277.', 'Kosters, Marvin H., 1975, Controls and inflation: The economic stabilization program in retrospect (American Enterprise Institute, Washington, DC).', 'Lanzillotti, Robert F., Mary T. Hamilton and R. Blame Roberts, 1975, Phase II in review: The price commission experience (Brookings Institution, Washington, DC).', 'Lipsey, Richard G. and J. Michael Parkin, 1970, Incomes policy: A reappraisal, Economica, 131.', 'McGuire, Timothy W., 1976, On estimating the effects of controls, in: K. Brunner and A.', 'Meltzer, eds., The economics of price and wage controls, Carnegie-Rochester Conference Series, Vol. 2. Nordhaus, William D., 1975, Comment, Brookings Papers on Economic Activity 3, 663-665.', 'Oi, Walter Y., 1976, On measuring the impact of wage-price controls: A critical appraisal, in: K. Brunner and A. Meltzer, eds., The economics of price and wage controls, CarnegieRochester Conference Series, Vol. 2.', 'Schultze, Charles L., 1975, Falling profits, rising profit margins, and the full-employment profit rate, Brookings Papers on Economic Activity 2, 449-469.']"
280,,,
281,,,
283,,,
284,,,
287,,,
289,,,
290,,,
291,,,
293,,,
294,,,
295,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
305,,,
306,,,
308,,,
310,,,
311,,,
312,,,
314,,,
315,14.0,1.0,"['15. U.S. National Science Foundation. Long Range Demand for Scientific and Technical Personnel.', '13. Jan Tinbergen and H. C. Bos. Econometric Models of Education: Some Applications. Paris: OECD, 1965.', '12. Jan Tinbergen. Substitution of Graduate by Other Laborers. Kyklos 27 (1974): 1-18.', '11. Henri Theil. Economics and Information Theory. Amsterdam: North-Holland, 1967.', '10. D. Sommers and A. Eck. Occupational Mobility in the American Labor Force. Monthly Labor Review (January 1977): 3-26.', '9. S. Siegal. Nonparamerric Statistics for the Behavioral Sciences. New York: McGraw-Hill Publishing Co., 1956.', '8. George Psacharopoulos and Keith Hinchliffe. Further Evidence on the Elasticity of Substitution Among Different Types of Educated Labor. Journal of Political Economy 80 (July/August 1972): 786-92.', '7. Organization for Economic Cooperation and Development. Mediterranean Regional Project Country Reports, Greece, Turkey, Italy.', '6. P. R. Layard and P. Fallon. Capital-Skill Complemetarity, Income Distribution, and Output Accounting. Journal of Political Economy 83 (April 1975): 279-302.', '5. Richard B. Freeman and D. Breneman. Forecasting the Ph.D. Labor Market. National Board of Graduate Education, Technical Report No. 2, April 1974.', '4. Richard B. Freeman. Manpower Requirements and Substitution Analysis of Labor Skills: A Synthesis. In Research in Labor Economics, ed. Ronald G. Ehrenberg. Greenwich, Conn.: JAI Press, 1977.', '3. C. R. S. Dougherty. Estimates of Labor Aggregation Functions.Journal of Political Economy 80 (November/December 1972): 1101-19. Freeman I 199', '2. Samuel Bowles. Planning Educational Systems for Economic Growth. Cambridge, Mass.: 1969.', '1. Mark Blaug. An Economic Interpretation of the Private Demand for Education. Economica (May 1966).']"
316,,,
317,,,
318,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
330,,,
332,,,
333,,,
335,,,
337,,,
338,,,
339,,,
340,,,
341,,,
342,,,
343,,,
345,,,
346,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
357,,,
358,,,
360,,,
362,,,
363,,,
368,,,
369,,,
370,,,
371,,,
372,,,
374,,,
375,,,
378,,,
379,,,
380,,,
381,,,
382,,,
383,,,
384,,,
385,,,
386,,,
388,,,
392,,,
395,,,
396,,,
397,,,
399,,,
400,,,
403,,,
406,,,
408,,,
409,,,
410,,,
413,,,
414,,,
415,,,
416,,,
418,,,
419,,,
420,,,
421,,,
422,,,
423,,,
424,,,
425,,,
427,,,
428,,,
429,,,
430,,,
431,,,
432,,,
433,,,
434,,,
436,,,
437,,,
438,,,
440,,,
441,,,
443,,,
446,,,
447,,,
449,,,
451,,,
453,,,
455,,,
456,,,
457,,,
458,,,
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
466,,,
468,,,
470,,,
473,,,
474,,,
475,,,
476,,,
478,,,
479,,,
481,,,
483,,,
484,,,
485,,,
488,,,
489,,,
490,,,
493,,,
494,,,
497,,,
500,,,
501,,,
503,,,
504,,,
506,,,
507,,,
508,,,
509,,,
510,,,
511,,,
512,,,
514,,,
515,,,
516,,,
518,,,
520,,,
522,,,
523,,,
524,,,
525,,,
526,,,
527,,,
528,,,
529,,,
531,,,
532,,,
533,,,
534,,,
535,,,
536,,,
539,,,
540,,,
541,,,
542,,,
543,,,
544,,,
545,,,
546,,,
547,,,
548,,,
551,,,
552,,,
553,,,
554,,,
555,,,
556,,,
557,,,
559,,,
560,,,
561,,,
562,,,
563,,,
564,,,
565,,,
566,,,
567,,,
570,,,
571,,,
572,,,
573,,,
574,,,
577,,,
578,,,
580,,,
581,,,
582,,,
584,,,
586,,,
588,,,
590,7.0,0.0,"['Buescu, M. (1980) Omercado paralelo Revisitado. in Apecao: A economÃ\xada Brasileira e suas Perspectivas, Rio de Janeiro. Dornbusch,R. (1980a) Open Economy Macroeconomics,Basic Books  (19 80b) Exchange Rate Risk and The Macroeconomics of Exchange Rate Determination. Unpublished manuscript, MIT.', 'Dornbusch,R. and Fischer,S. (1980) Exchange Rates and the Current Account. American Economic Review, December.', 'Fischer,S. (1979) Anticipations and the Non-Neutrality of Money. Journal of Political Economy, April.', 'Kouri,P. (1978) The Determinanys of the Forward Premium Unpu-plished manuscript, University of Stockholm.', '(1976) The Exchange Rate and the Balance of Payments in the Shortrun and in the Long run. Scandinavian Journal of Economics,2, 1976.', 'Rogoff ,K. (1979) Essays on Expectations and Exchange Rate Dynamics Unpublished Ph.D. Dissertation, MIT.', 'Wilson,C.(1979) Anticipated Disturbances and Exchange Rate Dynamics. Journal of Political Economy, September (1980) .25.']"
592,,,
593,,,
594,,,
595,,,
597,,,
598,,,
599,,,
600,,,
601,,,
602,,,
604,,,
605,,,
606,,,
607,,,
608,,,
609,,,
610,,,
611,,,
612,,,
613,,,
614,,,
615,,,
616,,,
621,,,
623,,,
624,,,
625,,,
626,,,
628,,,
629,,,
632,,,
633,,,
635,,,
636,,,
639,,,
641,,,
643,,,
647,,,
648,,,
649,,,
650,,,
653,,,
654,,,
655,,,
656,,,
657,,,
659,,,
660,,,
662,,,
663,,,
664,,,
665,,,
668,,,
669,,,
672,,,
673,,,
675,,,
676,,,
677,,,
678,,,
679,,,
680,,,
681,,,
683,,,
684,,,
687,,,
688,,,
689,,,
692,,,
693,,,
694,,,
695,,,
696,,,
697,,,
700,,,
702,,,
703,,,
704,,,
705,,,
706,,,
707,,,
708,,,
709,,,
710,,,
711,3.0,2.0,
712,,,
713,,,
714,,,
715,,,
716,,,
718,,,
719,,,
720,,,
721,,,
722,,,
724,,,
727,,,
728,,,
730,,,
731,,,
732,,,
733,,,
734,,,
735,,,
737,,,
738,,,
739,,,
740,,,
742,,,
746,,,
747,,,
748,,,
750,,,
751,,,
752,,,
753,,,
754,,,
755,,,
757,,,
758,,,
759,,,
760,,,
761,,,
762,,,
763,,,
764,,,
766,,,
768,,,
770,,,
771,,,
772,,,
774,,,
775,,,
776,,,
777,,,
778,,,
780,,,
783,,,
784,,,
787,,,
788,,,
789,,,
790,,,
792,,,
794,,,
795,,,
796,,,
797,,,
799,,,
800,,,
801,,,
806,,,
808,,,
809,,,
810,,,
811,11.0,3.0,"['Bartel A., and P.Taubman, The Impact of Specific Diseases on Earnings, Review of Economics and Statistics, February, 1979.', 'Boskin N., Social Security and Retirement Decisions Economic Inquiry 15, 1- 25, 1977 Burkhauser R., An Asset Maximization Approach to Early Social Security Acceptance, Discussion Paper 463-77, Institute for Research on Poverty, University of Wisconsin, Madison, 1977.', 'Hammermesh, D., Subjective Horizons, Rising Longevity and Economic Behavior, unpublished paper, National Bureau of Economic Research, May, 1981.', 'Irelan, L. et. al., Almost 65: Baseline Data from the Retirement History Study U. S. Department of Health, Education and Welfare, SSA/Office of Research and Statistics Research Report 49, 1976.', 'Kitagawa E., and P. Hauser, Differential Mortality in the United States: A Study in Socioeconomic Epidemiology, Harvard University Press, Cambridge, 1973.', 'Quinn, J., Microeconomic Determinants of Early Retirement: A Cross-Sectional View of White Married Men, Journal of Human Resources, Vol. XII, No. 3, 1977.', 'Projector, D. and C. Weiss, Survey of Financed Characteristcs of Consumers, Washington, D.C.: Federal Reserve Board, 1966.', 'Rosen S., and N. Thaler, Estimating the Value of a Life, in Household Production and Consumption, ed. N. Terleckyj, Columbia University Press, 1976.', 'Taubtuan P., and S. Rosen, Healthiness, Education and Marital Status, presen- ted at the Economic Aspects of Health Conference, NBER: Palo Alto, July 30-31, 1980.', 'Rosen, S. and P. Taubman, Changes in the Impact of Education and Income on Mortality in the U.S., Statistical Uses of Administrative Records with Emphasis on Mortality and Disability Research, U.S. Department Of Heath, Education and Welfare, SSA, October, 1979.', 'Vital Statistics, U.S. Government Printing Office, Various Issues. Winkelvoss, H., Pension Mathematics with Numerical Illustrations, Richard D. Irwin, Inc. 1977.']"
813,,,
815,,,
816,,,
817,,,
818,,,
819,,,
820,,,
821,,,
823,,,
824,,,
825,,,
826,,,
830,,,
832,,,
833,,,
835,,,
839,,,
840,,,
841,,,
842,,,
843,,,
844,,,
845,,,
847,,,
848,,,
849,,,
850,,,
851,,,
852,,,
854,,,
855,,,
858,,,
860,,,
861,,,
862,,,
863,,,
864,,,
865,,,
866,,,
867,,,
868,,,
869,,,
870,,,
872,,,
873,,,
874,,,
875,,,
877,10.0,10.0,"['Domar, Evsey and Richard Musgrave (1944), Proporational Income Taxation and Risk-Taking Quarterly Journal of Economics 58: 388-422.', 'Feldstein, Martin (1981), Inflation, Tax Rules and the Accumulation of Residential and Nonresidential Capital Stock-, NBER Working Paper No. 753 forthcoming in the Scandinavian Journal of Economics.', 'Feldstein, Martin and Charles Horioka (1980), Domestic Saving and International Capital Flows, The Economic Journal 90: 314-329.', 'Jorgenson, Dale W. (1963) Capital Theory and Investment Behavior American Economic Review, 53: 247-59.', 'Hall, Robert and Dale Jorgenson (1967) `1Tax Policy and Investment Behavior American Economic Review, 57: 391-414.', 'Harberger, Arnold (1962) The Incidence of the Corporate Income Tax, Journal of Political Economy, LXX: 215-40.', 'Mossin, Jan (1968) Taxation and Risk-Taking: An Expected Utility Approach, Economics, 35: 74-82.', 'Stiglitz, Joseph E. (1969) The Effects of Income, Wealth, and Capital Gains Taxation on Risk-Taking, Quarterly Journal of Economics, 83: 263-83.', 'Tobin, James (1958) Liquidity Preference as Behavior Towards Risk, Review of Economic Studies, 25: 65-86.', 'Tobin, James (1965) Money and Economic Growth, Econometrica, 33: 671-84.']"
878,,,
879,,,
881,,,
882,,,
884,,,
885,,,
887,,,
888,,,
892,,,
893,,,
895,,,
898,,,
899,,,
900,,,
901,,,
903,,,
904,,,
905,,,
906,,,
908,,,
909,,,
910,,,
911,,,
912,,,
913,,,
914,,,
916,8.0,17.0,
917,,,
918,,,
919,,,
920,,,
921,,,
923,,,
925,,,
926,,,
927,,,
929,,,
930,,,
931,,,
932,,,
933,,,
934,,,
935,,,
936,,,
937,,,
938,,,
940,,,
941,0.0,11.0,[]
944,,,
945,,,
946,,,
947,,,
948,,,
950,,,
951,,,
952,,,
953,,,
956,,,
957,,,
958,,,
959,,,
960,,,
961,,,
967,,,
968,,,
970,,,
972,,,
973,,,
975,,,
976,,,
977,,,
980,,,
982,,,
984,,,
985,,,
986,,,
987,,,
988,,,
989,,,
990,,,
991,,,
992,,,
993,,,
995,,,
997,,,
998,,,
1000,,,
1002,,,
1004,,,
1008,,,
1010,30.0,2.0,"['C.L.F. Attfield, D. Demery, and N.W. Duck, A Quarterly Model of Unanticipated Monetary Growth, Output, and the Price Level in the U.K. 1963-1978, Journal of Monetary Economics, 8, November 1981, 331-350. C. Azariadis, Escalator Clauses and the Allocation of Cyclical Risks, Journal of Economic Theory, 18, June 1978, 119-155.', 'R.J. Barro, Rational Expectations and the Role of Monetary Policy, Journal of Monetary Economics, 2, January 1976, 1-32; reprinted in R.J, Barro, Money, Expectations, and Business Cycles (New York: Academic Press, 1981).', 'R.J. Barro, Money, Expectations and Business Cycles (New York; Academic Press, 1981).', 'R.J. Barro and H.I. Grossman, Money, Employment, and Inflation (New York: Cambridge University Press, 1976).', 'R.J. Barro and Z. Hercowitz, Money Stock. Revisions and Unanticipated Money Growth, Journal of Monetary Economics, 6, April 1980, 257-267.', 'R.J. Barro and R.G. King, Time-Separable Preferences and Intertemporal-Substitution Models of Business Cycles, NBER Working Paper No. 888, May 1982.', 'R.J. Barro and M. Rush, Unanticipated Money and Economic Activity, in S. Fischer, ed., Rational Expectations and Economic Policy (Chicago: University of Chicago Press, 1980) .', 'J. Boschen and H.I. Grossman, Tests of Equilibrium Macroeconomics Using Contemporaneous Monetary Data, Journal of Monetary Economics, 8, November 1982.', 'K. Brunner, A. Cukierman, and A.H. Meltzer, Stagflation, Persistent Unemployment, and the Permanence of Economic Shocks, Journal of Monetary Economics, 6, October 1980, 467-492.', 'G.C. Fethke and A.J. Policano, Determinants and Implications of Staggered Wage Contracts, LSE Centre for Labour Economics Working Paper No. 112, February 1982. - 23 -S, Fischer, Long-Term Contracts, Rational Expectations, and the Optimal Money Supply Rule, Journal of Political Economy, 85, February 1977, 191-205.', 'S. Fischer, On Activist Monetary Policy with Rational Expectations, in S. Fischer, ed., Rational Expectations and Economic Policy (Chicago: University of Chicago Press, 1980).', 'M. Friedman, The Role of Monetary Policy, American Economic Review, 58, March 1968, 1-17.', 'M.L. Gertler, Long-Term Contracts, Imperfect Information, and Monetary Policy, Journal of Economic Dynamics and Control, 3, August 1981, 197-216.', 'M.L. Gertler, Imperfect Information and Wage Inertia in the Business Cycle, Journal of Political Economy, 90, October 1982, 967-987.', 'H.I. Grossman, Why Does Aggregate Employment Fluctuate? American Economic Review, 69, May 1979, 64-69.', 'H.I. Grossman, Incomplete Information, Risk Shifting, and Employment Fluctuations, Review of Economic Studies, 48, April 1981, 189-197.', 'S.J. Grossman and L. Weiss, Heterogeneous Information and the Theory of the Business Cycle, Journal of Political Economy, 90, August 1982, 699-727.', 'J.M. Keynes, The General Theory of Employment, Interest, and Money (London: Macmillan, 1936).', 'R.G. King, Monetary Information and Monetary Neutrality, journal of Monetary Economics, 7, March 1981, 195-206.', 'R.G. King and C.I. Plosser, The Behavior of Money, Credit, and Prices in a Real Business Cycle, NBER Working Paper No. 853, February 1982.', 'R.E. Lucas, Jr., Expectations and the Neutrality of Money, Journal of Economic Theory, 4, April 1972, 103-124; reprinted in R.E. Lucas, Jr., Studies in Business Cycle Theory (Cambridge: MIT Press, 1981).', 'R.E. Lucas, Jr., Some International Evidence on Output-Inflation Trade-Offs, American Economic Review, 63, June 1973, 326-- 24 -334; reprinted in R.E. Lucas, Jr., Studies in Business Cycle Theory (Cambridge: MIT Press, 1981).', 'R.E. Lucas, Jr., Econometric Policy Evaluation: A Critique, in K. Brunner and A. Meitzer, eds., Carnegie-Rochester Conference Series on Public Policy, Volume 1 (New York: North-Holland, 1976); reprinted in R.E. Lucas, Jr., Studies in Business Cycle Theory (Cambridge: MIT Press, 1981).', 'F.S. Mishkin, A Rational Expectations Approach to Macroeconomics: Testing Policy Ineffectiveness and Efficient Markets Models (Chicago: University of Chicago Press, 1983).', 'M. Mussa, Sticky Prices and Disequilibrium Adjustment in a Rational Model of the Inflationary Process, American Economic Review, 71, December 1981, 1020-1027.', 'M. Parkin, The Output-Inflation Tradeoff When Prices are Costly to Change, unpublished manuscript, October 1980.', 'M.H. Pesaran, A Critique of the Proposed Tests of the Natural Rate-Rational Expectations Hypothesis, The Economic Journal, 92, September 1982, 5229-554.', 'E.S. Phelps and J.B. Taylor, Stabilizing Powers of Monetary Policy Under Rational Expectations, Journal of Political Economy, 85, February 1977, 163-190.', 'J.L. Seater, A Unified Model of Consumption, Labor Supply, and Job Search, Journal of Economic Theory, 14, April 1977, 349-372.', 'J.L. Seater, Utility Maximization, Aggregate Labor Force Behavior, and the Phillips Curve, Journal of Monetary Economics, 4, November 1978, 687-713. - 25 -J.B. Taylor, Staggered Wage Setting in a Macro Model, American Economic Review, 69, May 1979, 108-113. J.B. Taylor, Aggregate Dynamics and Staggered Contracts, Journal of Political Economy, 88, February 1980, 1-23. T.J. Urich, The Information Content of Weekly Money Supply Announcements, Journal of Monetary Economics, 10, July 1982, 73-88.']"
1011,,,
1012,,,
1016,,,
1017,,,
1022,,,
1028,,,
1031,,,
1032,,,
1034,,,
1035,,,
1037,,,
1038,,,
1039,,,
1042,,,
1046,,,
1048,,,
1052,,,
1054,,,
1058,,,
1060,,,
1065,,,
1066,,,
1067,,,
1070,,,
1072,,,
1073,,,
1074,,,
1075,,,
1076,,,
1077,,,
1078,,,
1080,,,
1081,,,
1082,,,
1086,,,
1088,,,
1089,,,
1092,,,
1094,,,
1095,,,
1097,,,
1101,,,
1103,,,
1107,,,
1108,,,
1110,,,
1112,,,
1114,,,
1117,,,
1118,,,
1120,,,
1122,,,
1125,0.0,2.0,[]
1126,,,
1128,,,
1130,,,
1133,,,
1137,,,
1138,,,
1140,,,
1141,,,
1142,,,
1143,,,
1145,,,
1152,,,
1154,,,
1155,,,
1156,,,
1158,,,
1164,,,
1169,,,
1170,,,
1172,,,
1173,,,
1179,,,
1180,,,
1182,,,
1185,,,
1186,,,
1187,,,
1189,,,
1190,,,
1191,,,
1193,,,
1197,,,
1199,,,
1201,,,
1202,,,
1203,,,
1206,,,
1207,,,
1208,,,
1215,,,
1216,,,
1219,,,
1222,,,
1223,,,
1224,,,
1226,,,
1227,,,
1228,,,
1230,,,
1233,,,
1234,,,
1240,,,
1241,,,
1243,,,
1244,,,
1245,,,
1248,,,
1250,,,
1251,,,
1253,,,
1255,,,
1261,,,
1262,,,
1264,,,
1270,,,
1271,,,
1272,,,
1275,,,
1276,,,
1277,,,
1279,,,
1282,,,
1284,,,
1285,,,
1287,,,
1288,,,
1290,,,
1292,,,
1293,,,
1294,,,
1296,,,
1297,,,
1298,,,
1299,,,
1301,,,
1306,,,
1307,,,
1310,,,
1311,,,
1313,,,
1316,,,
1322,,,
1326,,,
1330,,,
1333,,,
1335,,,
1340,,,
1341,,,
1343,,,
1346,,,
1348,,,
1349,,,
1350,,,
1351,,,
1352,,,
1354,,,
1355,,,
1358,,,
1359,,,
1360,,,
1362,,,
1364,,,
1365,,,
1367,,,
1368,,,
1369,,,
1371,,,
1377,,,
1378,,,
1380,,,
1382,,,
1385,,,
1386,,,
1387,,,
1391,,,
1393,,,
1396,,,
1399,,,
1400,,,
1402,,,
1403,,,
1405,,,
1407,,,
1409,,,
1413,,,
1415,,,
1416,,,
1418,,,
1426,,,
1430,,,
1433,,,
1435,,,
1438,,,
1441,,,
1444,,,
1447,,,
1449,,,
1451,,,
1455,,,
1456,,,
1458,,,
1463,,,
1464,,,
1465,,,
1467,,,
1468,,,
1469,,,
1474,,,
1476,,,
1477,,,
1478,,,
1479,,,
1481,,,
1482,,,
1483,,,
1487,,,
1489,,,
1491,,,
1492,,,
1495,,,
1497,,,
1499,,,
1500,,,
1501,,,
1505,,,
1510,,,
1513,,,
1514,,,
1517,,,
1520,,,
1522,,,
1523,,,
1524,,,
1526,,,
1529,,,
1530,,,
1531,,,
1534,,,
1535,,,
1536,,,
1538,,,
1539,,,
1541,,,
1543,,,
1545,,,
1551,,,
1554,,,
1557,,,
1558,,,
1559,,,
1560,,,
1561,,,
1562,,,
1564,,,
1565,,,
1566,,,
1567,,,
1570,,,
1576,,,
1577,,,
1578,,,
1579,,,
1580,,,
1583,,,
1584,,,
1585,,,
1586,,,
1587,,,
1588,,,
1589,,,
1591,,,
1594,,,
1596,,,
1597,,,
1601,,,
1605,,,
1606,,,
1608,,,
1613,,,
1614,,,
1616,,,
1618,,,
1619,,,
1620,,,
1623,,,
1624,,,
1626,,,
1627,,,
1631,,,
1632,,,
1635,,,
1636,,,
1637,,,
1640,,,
1644,,,
1647,,,
1648,,,
1650,,,
1651,,,
1652,,,
1658,,,
1659,,,
1663,,,
1666,,,
1669,,,
1672,,,
1673,,,
1675,,,
1677,,,
1678,12.0,56.0,"['(1984) The Behavior of U.S. Deficits. NBER Working Paper No. 1309. Blanchard, O.J. and Summers, L.H.', '(1984) Perspectives on High Word Real Interest Rates. brookings Papers on Economic Activity, 2: 273-3214. Bodie, Z., Kane, A. and McDonald, R.', '(1981+) A New View of the Federal Debt and Budget Deficits. American Economft Review, 71+: 11-29. Evans, P.', '(1985) Do Large Deficits Produce High Interest Rates? American Economic Review, 75: 68-87. Fama, E.F.', '(1976) Inflation Uncertainty and Expected Returns on Treasury Bills. Journ~1 of Political Economy, 84: 1427-41+8. Fama, E.F. and Gibbons, M.G.', '(1981+) Forecaster Discord and Consensus Prediction Error: An Econometric Investigation. New York University. Unpubflshed paper. Hofland, A.S.', '(1981+) Real Interest Rates: What Accounts for their Recent Rise? Review, Federal Reserve Bank of St. Louis, 66: 18-29~ Iluizinga, J. and Mishkin, F.S.', '(1981+) Inflation and Real Interest Rates on Assets with Different Risk Characteristics. Journal of Finance, 39: 699-712. Hu~zin~a, J. and Mishkin, F.S.', '(1978) On a Measure of Lack of Fit in Time Series Models. Biometrika 65: 297-303. Lucas, R.E. Jr.', '(1983) Long- and Short-Term Interest Rates in a Risky World. Journal of Monetary Economics, 12: 1+85-518~ McCallum, B.T.', '(1984a) The Real Interest Rate: A Multi-Country Empirical Study. The Canadian Journal of Economics, 17: 283-311.', '(1981+b) Are Real Interest Rates Equal Across Countries? An Empirical Investigation of International Parity Conditions. Journal of Finance 39: 1345-57. ~ r D ~~-l ~ r ~i I~~I ~dII~ ~.l.. ~ .~IIV~.I I.., U...']"
1681,,,
1682,,,
1683,,,
1684,,,
1685,,,
1686,,,
1688,,,
1689,,,
1691,,,
1693,,,
1700,,,
1703,,,
1705,,,
1707,,,
1708,,,
1709,,,
1710,,,
1711,,,
1718,,,
1724,,,
1725,,,
1726,,,
1728,,,
1729,,,
1730,,,
1731,,,
1734,,,
1736,,,
1737,,,
1738,,,
1740,,,
1741,,,
1742,,,
1744,,,
1746,,,
1748,,,
1749,,,
1750,,,
1754,,,
1755,,,
1758,,,
1762,,,
1763,,,
1765,,,
1766,,,
1767,,,
1770,,,
1773,,,
1775,,,
1776,,,
1777,,,
1779,,,
1780,,,
1781,,,
1784,,,
1785,,,
1788,,,
1790,,,
1791,,,
1793,,,
1795,,,
1798,,,
1800,,,
1801,,,
1803,,,
1804,,,
1809,,,
1811,,,
1812,,,
1813,,,
1814,,,
1822,,,
1825,,,
1828,,,
1830,,,
1832,,,
1833,,,
1836,,,
1839,,,
1841,,,
1842,,,
1843,,,
1844,,,
1846,,,
1848,,,
1850,,,
1851,,,
1853,,,
1854,,,
1855,,,
1858,,,
1860,,,
1862,,,
1866,,,
1869,,,
1872,,,
1880,,,
1884,,,
1891,,,
1892,,,
1895,,,
1899,,,
1900,,,
1901,,,
1902,,,
1903,,,
1904,,,
1906,,,
1909,,,
1913,,,
1914,,,
1917,,,
1918,,,
1919,,,
1921,,,
1922,,,
1924,,,
1925,,,
1927,,,
1933,,,
1936,,,
1937,,,
1939,,,
1940,,,
1942,,,
1943,,,
1944,,,
1946,,,
1950,,,
1952,,,
1953,,,
1955,,,
1958,,,
1961,,,
1964,,,
1965,,,
1973,,,
1974,,,
1977,,,
1978,,,
1979,,,
1980,,,
1984,,,
1985,,,
1987,,,
1989,,,
1991,,,
1993,,,
1994,,,
1997,,,
1999,,,
2000,,,
2001,,,
2002,,,
2004,,,
2008,,,
2009,,,
2010,,,
2011,,,
2013,,,
2019,,,
2020,,,
2021,,,
2023,,,
2024,,,
2028,,,
2029,,,
2033,,,
2034,,,
2035,,,
2038,,,
2039,,,
2041,,,
2042,,,
2044,,,
2045,,,
2046,,,
2049,,,
2050,,,
2052,,,
2056,,,
2061,,,
2062,,,
2063,,,
2064,,,
2065,,,
2066,,,
2067,,,
2070,,,
2071,,,
2073,,,
